ID_Article,communityId,ID_RelatedVenue,title,year,abstract
1874654,21349,11104,Sea slicks and oil spills-the chemical structure and morphology determines the remote sensing signals,2004,"The different morphology of palmitic acid metliyl ester (PME) slicks spread from n-hexane or ethanol was studied by 'Brewster Angle Microscopy' [BAM]. In the latter case, already at large areas per molecule a foam-like structure is being formed on the water surface, i.e., a two-dimensional network which appears to be comparable with the morphological structure of biogenic sea slicks. In line with this assumption, both the magnitudes of the radar backscatter damping ratios and the characteristics of the damping ratio/wavenumber curves were comparable for the PME slick spread from ethanol and for the biogenic slicks, while in the presence of the PME slick spread from n-hexane lower damping ratios were determined. Furthermore, the relaxation of alkanoic acid esters, which are often being found in biogenic sea slicks, was investigated by 'Infrared Reflection-Absorption Spectroscopy' [IRR4S]. It turned out that the ester group is continuously hydrated and dehydrated during compression and dilation on an undulating water wave field. If can be safely assumed that the strong water wave damping induced by these chemical compounds is centrally related to this phenomenon."
2900992,21349,11104,Stability assessment of high-speed railway using advanced InSAR technique,2016,"High-speed railways play important roles in connecting populated cities. Strict attention to ground subsidence is applied to ensure its transportation safety. Shanghai-Hangzhou high-speed railway is an important part of China's “Four Vertical and Four Horizontal” Passenger Line Network. In this study, TerraSAR-X and ASAR images were employed to recover the surface evolution along the high-speed railway using advanced InSAR technique. A spatial-temporal criterion is updated for PS identification. Nonlinear deformation is modeled and removed by a linear least squares fit. Measurements from TSX and ASAR during a closer period as well as the transverse subsidence profiles showing a fairly consistent agreement. According to the longitudinal subsidence profiles, although the subsidence gradient now is within the guidelines of high-speed railway, the increasing cumulative subsidence can still be a potential threat for the line."
2923201,21349,11104,Active learning based autoencoder for hyperspectral imagery classification,2016,"In this paper, we joint autoencoder with active learning for hyperspectral imagery classification. Specifically, we learn the classifier via autoencoder, where the most informative samples are acitvely selected through the interaction between the autoencoder and active learning. Experimental results, conducted using both the Kennedy Space Center and the Indian Pines hyperspectral images, show that driven by active learning, the performance of autoencoder can be greatly improved."
2933659,21349,11104,Canopy vertical parameters estimation using unmanned aerial vehicle (UAV) imagery,2016,"Canopy vertical parameters, such as tree height, side shape and gap fraction are critical for forestry studies. However, it is not trivial to retrieve them from remotely sensed data. Currently, only LiDAR data can directly provide some of these parameters. Due to low availability and relatively high cost, it is still crucial to develop methodologies that can directly derive these parameters from other data. In this study, a longitudinal profile based approach is introduced based on unmanned aerial vehicle (UAV) imagery, which has successfully estimated a series of canopy vertical parameters."
898097,21349,9078,Perceptron nonlinear blind source separation for feature extraction and image classification,2012,"In this paper, we aim to classify remotely sensed images for land characterisation. The major goal is approaching the natural nonlinear mixture for band observation and then dimension reduction by supervised classification. After that, an unsupervised method combining feature extraction and SVM in investigating to discriminate the land cover for SPOT 4 satellite image. In this technique, training data base are wavelet features that are extracted from a subset of sources."
2017833,21349,11104,Representation of tsunamis in generalized hyperspace,2011,We show that tsunami representations can be mapped onto each other by a linear transformation.
2057108,21349,11104,Qualitative analysis of polygon shape-change,2004,This paper introduces a qualitative approach to the analysis and comparison of the shape of polygons
1939595,21349,11104,Modular Radar Core for airborne and space applications,2010,Remarkable results have been achieved during the SmartRadar flight campaign in Summer 2009.
899019,21349,11104,The Paris In-Orbit Demonstration mission,2012,This paper presents the progress made in the preparation of the PARIS In-Orbit Demonstration mission.
1831698,21349,11104,2011 GRSS Data Fusion Contest: Exploiting WorldView-2 multi-angular acquisitions,2011,The multi-angle capabilities of WorldView-2 are discussed in the framework of the GRSS Data Fusion Contest.
838035,21349,11104,"Georeferencing, feature extraction and change detection in Harbour and city areas using high-resolution satelite SAR images acquired from multiple sensors",2012,The quality and usefulness of feature extraction and change detection will be governed by the geoposition accuracy of the SAR image.
1652193,21349,11104,Dedicated classification method for thermal hyperspectral imaging,2012,"The results present in this paper, show the improvement of 15%-17% in the accuracy for most of the classes while applying SEM-S method."
2856601,21349,11104,The TerraSAR-X ground segment in service for nine years: Current status and recent extensions,2016,This paper reports on the current status and recent extensions of the TerraSAR-X ground segment in its ninth year of operation.
1618320,21349,11104,Observation planning and its coverage simulation of a Japanese spaceborne sensor: Hyperspectral Imager Suite (HISUI),2013,"As mentioned above, the simulation program is useful to investigate observation-planning strategy and rules for improving efficiency of observations."
1437164,21349,11104,A high resolution SAR sensor for space and airborne applications,2007,This paper discusses the general layout to achieve a flexible SAR radar design with the potential for extremely high resolutions.
1208191,21349,11104,The Aquarius salinity retrieval algorithm,2012,This paper gives an overview of the algorithm for retrieving sea surface salinity from the AQUARIUS L-band radiometer and its physical background.
2233421,21349,11104,Surface approximation with faults: application to geophysical surfaces,2007,In this paper we propose a segmentation method to locate faults and/or large variations in order to approximate a surface from Lagrange dataset.
2202897,21349,11104,Motion compensation of squinted airborne SAR raw data: role of processing geometry,2004,We discuss the role of processing geometry and the problem of motion compensation for non zero squint in airborne SAR processing.
1197767,21349,11104,Space monitoring of floods in Kazakhstan,2007,The technology of flood space monitoring used in Kazakhstan is described. The results of its exploitation and planned directions of further development are represented.
1638006,21349,11104,Coastal and maritime monitoring using polarimetric and stripmap COSMO SkyMed images,2012,"In the context of remote sensing application to land monitoring, the problem of sea and ocean monitoring from SAR images is addressed in this paper."
2225771,21349,11104,Update on the Algorithmic Basis and Predicted Performance of Selected VIIRS Environmental Data Records,2006,"The algorithmic approach and expected performance for the VIIRS cloud mask, sea surface temperature and land surface temperature is presented."
2248824,21349,11104,"TerraSAR-X Instrument, SAR System Performance & Command Generation",2008,"The paper presents selected results from the TerraSAR-X Commissioning Phase from instrument performance, SAR system performance and command generation."
2150943,21349,11104,A ground based polarimetric scatterometer experiment in French Guiana forest,2011,"This paper deals with a ground experiment and its modelization, related to the future spaceborne BIOMASS mission for global forest biomass estimation."
1091788,21349,11104,"A study on different PS-like methods for subsidence in Tianjin, China",2010,"In this paper, the methods, primary PS-like method and Stanford Method for PS (StaMPS) are both studied and used to monitor the subsidence in Tianjin area."
2343430,21349,11104,Vegetation canopy anisotropy at 1.4 GHz,2003,The 1.4 GHz brightness of a field corn canopy can be predicted with the zero-order radiative transfer model only when the canopy is considered to be anisotropic.
