ID_Article,communityId,ID_RelatedVenue,title,year,abstract
1817755,22457,9475,Robust Network Routing under Cascading Failures,2014,"We propose a dynamical model for cascading failures in single-commodity network flows. In the proposed model, the network state consists of flows  and  activation status of the links. Network dynamics is determined by a, possibly state-dependent and adversarial, disturbance process that reduces flow capacity on the links, and routing policies at the nodes that have access to the network state, but are oblivious to the presence of disturbance. Under the proposed dynamics, a link becomes irreversibly inactive either due to overload condition on itself or on all of its immediate downstream links. The coupling between link activation and flow dynamics implies that links to become inactive successively are not necessarily adjacent to each other, and hence the pattern of cascading failure under our model is qualitatively different than standard cascade models. The magnitude of a disturbance process is defined as the sum of cumulative capacity reductions across time and links of the network, and the margin of resilience of the network is defined as the infimum over the magnitude of all disturbance processes under which the links at the origin node become inactive. We propose an algorithm to compute an upper bound on the margin of resilience for the setting where the routing policy only has access to information about the local state of the network. For the limiting case when the routing policies update their action as fast as network dynamics, we identify sufficient conditions on network parameters under which the upper bound is tight under an appropriate routing policy. Our analysis relies on making connections between network parameters and monotonicity in network state evolution under proposed dynamics."
1928909,22457,20358,Accelerating instant question search with database techniques,2011,"Distributed question answering services, like Yahoo Answer and Aardvark, are known to be useful for end users and have also opened up numerous topics ranging in many research fields. In this paper, we propose a user-support tool for composing questions in such services. Our system incrementally recommends similar questions while users are typing their question in a sentence, which gives the users opportunities to know that there are similar questions that have already been solved. A question database is semantically analyzed and searched in the semantic space by boosting the performance of similarity searches with database techniques such as server/client caching and LSH (Locality Sensitive Hashing). The more text the user enters, the more similar the recommendations will become to the ultimately desired question. This unconscious editing-as-a-sequence-of-searches approach helps users to form their question incrementally through interactive supplementary information. Not only askers nor repliers, but also service providers have advantages such as that the knowledge of the service will be autonomously refined by avoiding for novice users to repeat questions which have been already solved."
2075109,22457,20358,Knowledge sharing and yahoo answers: everyone knows something,2008,"Yahoo Answers (YA) is a large and diverse question-answer forum, acting not only as a medium for sharing technical knowledge, but as a place where one can seek advice, gather opinions, and satisfy one's curiosity about a countless number of things. In this paper, we seek to understand YA's knowledge sharing and activity. We analyze the forum categories and cluster them according to content characteristics and patterns of interaction among the users. While interactions in some categories resemble expertise sharing forums, others incorporate discussion, everyday advice, and support. With such a diversity of categories in which one can participate, we find that some users focus narrowly on specific topics, while others participate across categories. This not only allows us to map related categories, but to characterize the entropy of the users' interests. We find that lower entropy correlates with receiving higher answer ratings, but only for categories where factual expertise is primarily sought after. We combine both user attributes and answer characteristics to predict, within a given category, whether a particular answer will be chosen as the best answer by the asker."
2519509,22457,20348,One meter to find them all: water network leak localization using a single flow meter,2014,"Leak localization is a major issue faced by water utilities worldwide. Leaks are ideally detected and localized by a network-wide metering infrastructure. However, in many utilities, in-network metering is minimally present at just the inlets of sub-networks called District Metering Area (DMA). We consider the problem of leak localization using data from a single flow meter placed at the inlet of a DMA. We use standard time-series based modeling to detect if a current meter reading is a leak or not, and if so, to estimate the excess flow. Conventional approaches use an a-priori fully calibrated hydraulic model to map the excess flow back to a set of candidate leak locations. However, obtaining an accurate hydraulic model is expensive and hence, beyond the reach of many water utilities.   We present an alternate approach that exploits the network structure and static properties in a novel way. Specifically, we extend the use of centrality metrics to infrastructure domains and use these metrics to map from the excess leak flow to the candidate leak location(s). We evaluate our approach on benchmark water utility network topologies as well as on real data obtained from an European water utility. On benchmark topologies, the localization obtained by our method is comparable to that obtained from a complete hydraulic model. On a real-world network, we were able to localize two out of the three leaks whose data we had access to. Of these two cases, we find that the actual leak location was in the candidate set identified by our approach; further, the approach pruned as much as 78% of the DMA locations, indicating a high degree of localization."
955488,22457,9896,(How) will the revolution be retweeted?: information diffusion and the 2011 Egyptian uprising,2012,"This paper examines microblogging information diffusion activity during the 2011 Egyptian political uprisings. Specifically, we examine the use of the retweet mechanism on Twitter, using empirical evidence of information propagation to reveal aspects of work that the crowd conducts. Analysis of the widespread contagion of a popular meme reveals interaction between those who were on the ground in Cairo and those who were not. However, differences between information that appeals to the larger crowd and those who were doing on-the-ground work reveal important interplay between the two realms. Through both qualitative and statistical description, we show how the crowd expresses solidarity and does the work of information processing through recommendation and filtering. We discuss how these aspects of work mutually sustain crowd interaction in a politically sensitive context. In addition, we show how features of this retweet-recommendation behavior could be used in combination with other indicators to identify information that is new and likely coming from the ground."
2655235,22457,20561,Venture Signals and Social Media Buzz in Crowdfunding: Are Buzzworthy Projects Worth the Hype?,2016,"Entrepreneurs signal the worth of their ventures using the technological capabilities of their crowdfunding platforms. Additionally, social media allows others to create buzz about the venture, which can also influence funding outcomes. Moreover, these two antecedents can interact with each other, whereby venture signals are either amplified or diluted by buzz about the project. Our study examined how the effects of technological cues and social media buzz about a crowdfunded venture affect its success. Our results indicate a differential effect of buzz -- depending on the social media platform and the type of signal conveyed -- on crowdfunding success."
1214360,22457,9896,Limber: exploring motivation in a workplace exergame,2013,"Limber, in its current iteration, is a vision-based application that introduces gamification into the workplace. This ongoing effort to incentivize good posture, and regular body movements implements several changes to include; full body stretches (figure 2), team gaming elements, and an ambient display (figure 1). With increased intra and inter team competition our field study of twelve players in a work place aims to better understand the most popular motivators, and answer the question, can gamification promote more healthy behaviour among office workers? What forms of motivation are most effective: personal, intra or inter-group?"
293216,22457,20358,Subgraph frequencies: mapping the empirical and extremal geography of large graph collections,2013,"A growing set of on-line applications are generating data that can be viewed as very large collections of small, dense social graphs --- these range from sets of social groups, events, or collaboration projects to the vast collection of graph neighborhoods in large social networks. A natural question is how to usefully define a domain-independent 'coordinate system' for such a collection of graphs, so that the set of possible structures can be compactly represented and understood within a common space. In this work, we draw on the theory of graph homomorphisms to formulate and analyze such a representation, based on computing the frequencies of small induced subgraphs within each graph. We find that the space of subgraph frequencies is governed both by its combinatorial properties --- based on extremal results that constrain all graphs --- as well as by its empirical properties --- manifested in the way that real social graphs appear to lie near a simple one-dimensional curve through this space.   We develop flexible frameworks for studying each of these aspects. For capturing empirical properties, we characterize a simple stochastic generative model, a single-parameter extension of Erdos-Renyi random graphs, whose stationary distribution over subgraphs closely tracks the one-dimensional concentration of the real social graph families. For the extremal properties, we develop a tractable linear program for bounding the feasible space of subgraph frequencies by harnessing a toolkit of known extremal graph theory. Together, these two complementary frameworks shed light on a fundamental question pertaining to social graphs: what properties of social graphs are 'social' properties and what properties are 'graph' properties?   We conclude with a brief demonstration of how the coordinate system we examine can also be used to perform classification tasks, distinguishing between structures arising from different types of social graphs."
2659308,22457,20561,Mobbing and Burnout in Emerging Knowledge Economies: An Exploratory Study in Poland,2016,"Many transition countries, known as emerging knowledge economies, can not to catch up with more advanced, matured economies. Low salaries, job insecurity, pressure to keep low cost create a work environment in many transitions economies where mobbing and burnout is common place. This paper examines the relationship between mobbing and professional burnout syndroms among knowledge workers in Poland. The study is based on a preliminary survey among 160 Polish respondents. The results of this study confirm that phenomena of mobbing and professional burnout are very common in emerging knowledge economies. Knowledge workers, female and employees of small firms are especially impacted by mobbing and burnout. Mobbing has an influence on job burnout of knowledge workers. Managers and politicians in emerging knowledge economies can benefit from our findings, by the use our conclusions, by changing regulations and companies polices."
2650542,22457,20561,Benchmark characterization,1991,"The design of experimental systems usually employ some form of simulation. The inputs to the simulation are typically standard benchmarks. This paper presents a method for finding a cost-effective design for each benchmark. This method is called benchmark characterization. Benchmark characterization is possible in part due to the advent of high-performance architecture-independent compiler technology. To demonstrate the method, seven benchmarks are characterized. Five of the benchmarks are from the SPEC benchmark set (gcc, espresso, spice, li and matrix300) and two are popular synthetic benchmarks (dhrystone and whetstone). Benchmark characteristics are reported for the processor, memory system, and operating system. >"
3227846,22457,9896,Augmenting Media Literacy with Automatic Characterization of News along Pragmatic Dimensions,2017,"Media literacy allows individuals to better interpret the information they need to absorb to contribute to our democratic, knowledge-based society. I propose that by automatically notifying readers of an article's problematic pragmatic characteristics, an application could augment their media literacy. I describe two characteristics for which I have been building automatic classifiers -- factiness and tropes as narrative frames -- and discuss the status of each project."
2813418,22457,20561,Inheritance of synchronization and recovery properties in Avalon/C++,1988,"The inheritance mechanism of object-oriented languages is used in the new domain of fault-tolerant distributed systems. Inheritance in Avalon/C++ is used to transmit properties, such as serializability and crash resilience, that are of specific interest in distributed applications. Three base classes are presented: resilient, atomic, and dynamic. They are arranged in a linear hierarchy. Examples of derived classes with objects that guarantee desirable fault-tolerance properties are given. >"
1571348,22457,9896,MoCoMapps: mobile collaborative map-based applications,2012,"This video demonstrates an experiment in crowdsourcing both map-based data and also the applications that provide the maps, and also presents scenarios of use."
2435264,22457,9475,Novel switched model reference adaptive control for continuous piecewise affine systems,2008,"This paper is concerned with the derivation of a novel model reference adaptive control (MRAC) scheme for piecewise-affine (PWA) continuous systems. A novel version of the minimal control synthesis algorithm, originally developed as a MRAC for smooth systems, is presented. The resulting adaptive algorithm is a switched feedback controller able to cope with uncertain continuous PWA systems. The proof of stability, based on the newly developed passivity theory for hybrid systems, is provided and the effectiveness of the new proposed control strategy is numerically tested."
