ID_Article,communityId,ID_RelatedVenue,title,year,abstract
2272818,21212,9856,Reliable telemetry in white spaces using remote attestation,2011,"We consider reliable telemetry in white spaces in the form of protecting the integrity of distributed spectrum measurements against coordinated misreporting attacks. Our focus is on the case where a subset of the sensors can be remotely attested. We propose a practical framework for using statistical sequential estimation coupled with machine learning classifiers to deter attacks and achieve quantifiably precise outcome. We provide an application-oriented case study in the context of spectrum measurements in the white spaces. The study includes a cost analysis for remote attestation, as well as an evaluation using real transmitter and terrain data from the FCC and NASA for Southwest Pennsylvania. The results show that with as low as 15% penetration of attestation-capable nodes, more than 94% of the attempts from omniscient attackers can be thwarted."
2953439,21212,8228,Remote control of base station antenna systems based on two-dimensional electrically adjustable technology,2012,"The adjustments of vertical angle and horizontal azimuth angle of base station antenna are the most frequent and most enormous workload in the operation and maintenance of base station. Based on two-dimensional electrically adjustable technology, RCU with AISG2.0 protocol can remote control vertical beam and horizontal coverage area of the entire base station network. With the automated optimization software, the rational allocation of each base station antenna can be done smartly. Compared with the traditional base station systems, this one has the advantages such as smart remote to adjust, the two-dimensional electrical adjustment, and work around the clock."
892438,21212,369,Collision-Balancing Frequency Hopping in Single-Hop Mobile Ad Hoc Networks,2012,"We consider a single-hop frequency hopping (FH) mobile ad hoc network (MANET). To increase throughput orthogonal FH (O-FH) with hop-synchronous hopping can be used, thereby allowing collision-free transmissions under certain circumstances. However, as the MANET grows, hopping sequences must be re-used. As a result, nodes sharing the same sequence will experience deterministic collisions while others having a unique sequence will still communicate collision-free. This results in an \emph{unfair} interference situation and makes performance guarantees difficult to meet for all nodes simultaneously. In this paper, we propose a \emph{collision-balancing} FH (CB-FH) scheme to overcome this drawback. The CB scheme builds on O-FH and adapts the sequence set to balance interference among the nodes. We analytically study the characteristics of the adaptive sequences and analyze the resulting interference situation at the nodes. The performance is compared to uncoordinated FH (U-FH) and O-FH. It is found that CB-FH solves the problem of unfairness present in O-FH. Compared to U-FH, CB-FH yields considerable improvements in a wide range. Practical issues are discussed."
406052,21212,369,Link Adaptation algorithms over IEEE8O2. 11 WLANs in collision prone channels,2006,"In this paper the issue of link adaptation (LA) for IEEE 802.11 WLANs is investigated with emphasis on realistic environments. Different from most of the papers that appeared on this topic, here the impact of collisions on the performance provided by several LA solutions is assessed through accurate simulations. Two original LA solutions are also suggested, which outperform previously proposed strategies"
1995150,21212,369,Iterative (TURBO) IQ Imbalance Estimation and Correction in BICM-ID for Flat Fading Channels,2007,"TURBO principle has been exploited gainfully to implement many receiver functions. RF front-end impairments are a serious issue in high spectral efficient applications. IQ imbalance is one of these impairments and in this work, we study the issue of IQ imbalance correction using baseband signal processing techniques. In particular, we propose an estimation technique based on EM algorithm. Such a technique is developed rather intuitively for the case of a Bit Interleaved Coded modulation - Iterative Detection (BICM-ID) receiver for burst mode communications. The resulting TURBO IQ Decorrelator is embedded in the BICM-ID loop, is blind in the sense that it does not require any training symbols or tones. Performance is simulated for 64QAM under flat fading channel conditions."
3107378,21212,8228,ADMM-based coordinated decentralized voltage control meets practical communication systems.,2017,"More and more distributed generators (DGs) will#R##N#penetrate into the distribution power system in the future. Therefore,#R##N#voltage fluctuation becomes a challenging essential issue for#R##N#future smart grids. In this paper a coordinated decentralized#R##N#voltage control method based on a distributed optimal power#R##N#flow (OPF) algorithm, alternating direction multiplier method#R##N#(ADMM), is proposed which does not require any control center.#R##N#Meanwhile, the communication queueing theory for this ADMM#R##N#is also presented. Simulation results show that the coordinated#R##N#control approach is sensitive to time-delay in a medium-voltage#R##N#distribution network (MVDN)."
2474306,21212,369,A New Equivalent SNR Calculation in AMC,2006,"This paper presents a new equivalent SNR calculation method of received frame in AMC algorithm to decide for the appropriate MCS to be used in the next frame. The equivalent SNR calculation is based on channel capacity equivalence and combined with a factor Q which penalties channel variations. Simulation results show that this method provides a good throughput performance, and it can be generalized for other application cases easily."
1989290,21212,369,VoIP and Tracking Capacity over WiFi Networks,2011,"Wireless VoIP is becoming an increasingly important application in recent years. This fact, coupled with the increasing interest in location based services, strongly suggest that tracking of wireless VoIP clients will become a widely deployed feature in emerging wireless applications. In this paper, we evaluate the capacity of WiFi networks carrying VoIP and tracking sessions for our novel architectures developed specifically to support such applications. We first present an upper bound on a maximum number of users who can be supported by the proposed architecture for tracking only applications via simulations and experiments. We then vary the transmission frequency of tracking data and observe that it has a significant impact on the tracking capacity. Finally, we utilize one of our other locations tracking architecture that is designed for wireless VoIP to investigate how the transmission frequency affects the capacity of combined VoIP and tracking sessions. We develop an insight that at high packetization intervals (e.g. 60 ms) of VoIP traffic, there is a 30% decrease in combined VoIP and tracking capacity in comparison to VoIP only capacity. We further evaluate the capacity of proposed architecture using UDP (User Datagram Protocol) and DCCP (Datagram Congestion Control Protocol) in the presence of TCP (Transmission Control Protocol) traffic. Our studies suggest that compared to UDP, DCCP not only improves the combined VoIP and tracking capacity but also enables TCP to get a reasonable bandwidth share."
2300678,21212,369,Optimal Number of Secondary Users through Maximizing Utility in Cooperative Spectrum Sensing,2009,"Spectrum sensing is a key technology in Cognitive Radio (CR) and cooperative spectrum sensing is derived due to the effects of channel fading. In this paper, we focus on the optimal number of secondary users in cooperative spectrum sensing to maximize the utility in CR network. By considering both the detection error probability and the resource used by the secondary users in cooperation, we derive the analytical suboptimal number of secondary users in a special CR network where all the SUs have the same SNR. The simulation results show that the utility of suboptimal scheme is greater than that of other schemes and nearly the same as that of the optimal scheme with exhaust search. causes interference to the PU. Also, each SU in the cooperation should pay for the resource used in the process of detection such as sensing power and bandwidth in report to fusion center. We define the utility of the network with consideration of all the above aspects. Then we present the problem of selecting the number of SUs to maximize the utility in a special CR network with all SUs having the same SNR. It is found hard to get an analytical result because the equation is a transcendental equation. So we derive an approximate analytical result by ignoring the cost of the resource in the cooperation. The simulation results show that the utility of the suboptimal analytical results is nearly the same as that of the optimal results with exhaust research. Moreover, the utility of the suboptimal result is greater than other schemes even its detection performance is not optimal."
2440335,21212,369,Introduction of an Analytical Figure of Merit for Quality of Service Measurement,2006,"Investigations performed for future applications in various research areas allow users to communicate over more than one radio access technology with one single device. Thus, user terminals need methods to specify the quality of service provided by a radio access technology in order to decide about the radio access technology being used for a certain service or even to consider a possible change of an operator. In this paper a quality of service measure is proposed that allows the evaluation of services by certain service parameters, as, for example, a data transmission may be judged by the bit error rate, the overall network data rate or the delay. The measure defined in this paper bases on simple observation of frames resp. packets and can be applied for the assessment of any service property whose validity can be characterized by a simple decision whether or not a given quality of service was fulfilled."
1794189,21212,369,Energy Efficient Timing Synchronizer for MB-OFDM UWB,2011,"A cross-correlation function (CCF) based timing synchronization algorithm of low complexity, applicable for single-band transmission is presented. Novelty of the synchronizer lies in utilization of specific preamble structure of the Multi-band OFDM frame format. This threshold based algorithm also takes care of the fact that stronger multipath components frequently appear on the later clusters. Performance of the algorithm is measured in terms of mean-squared-error and synchronization probability. Performance is compared with another single-band based timing algorithm by Yak et al. [2]. The probability of correct detection is analyzed mathematically to verify the experimental results."
1842363,21212,369,Linear Precoders for Parallel Gaussian Channels with Low Decoding Complexity,2011,"Consider the transmission of complex-valued symbols over $N$ parallell channels in additive white Gaussian noise. It is well known that linear precoding of the complex-valued data improves system performance (e.g. symbol error rate, information rate, MMSE, etc.) at a cost of increased decoding complexity at the receiver. This work constructs precoders that are constrained to have a decoding complexity which equals that of no precoding, while still improving the system performance significantly compared with the no precoding case. This is achieved by designing the precoder so that it precodes the complex data streams separately, by utilizing the latest result from optimal real-valued precoding, and transmitting the real and complex parts of one symbol over different antennas."
