ID_Article,communityId,ID_RelatedVenue,title,year,abstract
2619383,21239,21089,The VerbCorner Project: Findings from Phase 1 of crowd-sourcing a semantic decomposition of verbs,2014,"Any given verb can appear in some syntactic frames (Sally broke the vase, The vase broke) but not others (*Sally broke at the vase, *Sally broke the vase to John). There is now considerable evidence that the syntactic behaviors of some verbs can be predicted by their meanings, and many current theories posit that this is true for most if not all verbs. If true, this fact would have striking implications for theories and models of language acquisition, as well as numerous applications in natural language processing. However, empirical investigations to date have focused on a small number of verbs. We report on early results from VerbCorner, a crowd-sourced project extending this work to a large, representative sample of English verbs."
1410820,21239,9078,An interactive method for curve extraction,2010,"We introduce a curve process framework to solve the challenging problem of curve extraction from “non-traceable” curve groups. We propose a comprehensive curve model, which consists of the geometric, photometric and topological sub-models. Two typical categories of the non-traceable curve groups are considered. First, for the interlaced curves with complex structures, we show how to use the proposed curve model especially the topological sub-model to extract curves from the group. Second, for the non-interlaced but over-dense or faint curves we leverage the curve group pattern priors in addition, and extract the whole pattern in a global optimization. Applications and experiments demonstrate the competence of our models and methods."
1095010,21239,9078,A non-parametric statistics based method for generic curve partition and classification,2010,"Generic shape feature extraction is a challenging task for image and video content analysis. We present a non-parametric statistics based method for extracting generic shape tokens based on a Perceptual Curve Partition and Grouping (PCPG) model. In this PCPG model, each curve is made up of Generic Edge Tokens (GET) connected at Curve Partitioning Points (CPP). The types of GET and CPP provide a set of basic shape descriptors for semantic vocabulary. The new implementation of the PCPG is based on: 1) An arctangent space is employed to signify the evidence of CPPs at pixel-level. 2) The pixels' sequential order is taken as heuristic to establish a bin order preserving arctangent histogram for locating CPPs by examining the continuity of generic feature criteria statistically. 3) A new CPP detection scheme is capable of detecting CPPs and classifying GETs on the fly. Experiments are presented for performance demonstration."
567276,21239,374,MPEG PTY-Marks: Cheap Detection of Embedded Copyright Data in DVD-Video,1998,"In this paper we propose a method to watermark digital video content in such a way that detection in consumer electronics equipment is possible with very little hardware (a few thousand gates). The method proposes to modify the MPEG encoding procedure to choose the so-called Picture Type of video-frames not from a regular sequence but according to a message one would like to transmit. Removal of this embedded message, the PTY-Mark, from the resulting MPEG-stream without jeopardizing video quality is only possible after a complete MPEG decoding and re-encoding cycle. We investigate the modifications to current MPEG encoders which are necessary to accommodate these PTY-Marks. Based on tests we comment on their feasibility. Detection of watermarks without secrets is very reminiscent of public-key cryptography. We discuss this relationship by contrasting PTY-marks with pixel-watermarking."
2872071,21239,9078,Automated prediction of crater degradation degree,2016,A learning system that is able to predict the degradation state of impact craters on optical images is presented in this paper. It is based on the extraction of visual features along the crater rim together with the decision with a SVM classifier. The algorithm achieved a sensitivity of 89% and a specificity of 96% (preserved vs non-preserved) in a dataset of annotated craters from Mars.
2697623,21239,8228,PN-sequence masked spread-spectrum data embedding,2015,"Conventional additive spread-spectrum (SS) data embedding has a dangerous security flaw that unauthorized receivers can blindly extract hidden information without the knowledge of carrier(s). In this paper, pseudo-noise (PN) masking technique is adopted as an efficient security measure against illegitimate data extraction. The proposed PN-sequence masked SS embedding can offer efficient security against current SS embedding analysis without inducing any additional distortion to host nor notable recovery performance loss. To further improve recovery performance, optimal carrier design for PN-masked SS embedding is also developed. With any given host distortion budget, we aim at designing a carrier to maximize the output signal-to-interference-plus-noise ratio (SINR) of the corresponding maximum-SINR linear filter. Then, we present jointly optimal carrier and linear processor designs for PN-masked SS embedding in linearly modified transform domain host data. The extensive experimental studies confirm our analytical performance predictions and illustrate the benefits of the designed PN masked optimal SS embedding."
2863605,21239,9078,Adaptive MD-FEC over multilink video distribution network,2016,"Multiple description coding has been shown to provide flexible and distortion-rate optimal video streaming transmission over lossy links. In this paper, we provide an adaptive MD-FEC algorithm for point-to-multipoint video streaming that approximately minimizes the average distortion of the multicast video. Our new algorithm accomplishes this by adapting both the packet lengths and their number to fit heterogeneous link conditions."
359683,21239,8494,Digital watermarking for object-based compressed video,2001,"This paper describes a watermarking algorithm for MPEG4 object-based compressed video. To be compatible to conventional 8/spl times/8 DCT, MPEG-4 proposed several graylevel padding algorithms for transparent background pixels of object boundary blocks. Though conventional block-based watermarking schemes can be also applicable to these padded boundary blocks, we would like to devise a method capable of embedding data in both the interior and boundary blocks with equal robustness. In this paper, we have considered the so-called re-padding and re-quantization attacks for segmented objects. Experiments show that our algorithm obtains good robustness and is promising for integration into the MPEG-4 codec for versatile applications."
2224722,21239,9078,Multiple description coding for Internet video streaming,2003,"We present a system for video streaming well adapted to the unpredictable and varying nature of Internet. The proposed system uses a superposition of several multiple description coding (MDC) schemes, each with N = 2 descriptions, to reach rate scalability and adaptability to varying channel conditions. Each MDC (N = 2 descriptions), that we will call base MDC has a bit rate and a redundancy associated. The superposition of several base MDC results on a MDC scheme for N > 2 descriptions with different bit rates, allowing rate scalability, for different redundancies. The proposed scheme is well adapted to varying channel conditions. In the proposed method multiple descriptions are generated by the coder and downloaded in the server, leaving to the server the only task to choose sending out the right description at the right time depending of channel conditions (bandwidth and loss rate)."
297773,21239,8228,Multiple Description Coding for Video Streaming over Wireless Networks,2003,"We present a system for video streaming over Internet from a server to a wireless client. We show that this system is well adapted to the unpredictable and varying nature of Internet and is effective in presence of channel failures caused by the mobile communication. The proposed system uses a superposition of several Multiple Description Coding (MDC) schemes, each with N = 2 descriptions, to reach rate scalability and adaptability to varying channel conditions. Each MDC (N = 2 descriptions), that we will call base MDC has associated a bit rate and a redundancy. In [1, 2] we show that the base MDC is well suited for transmission over 3G channels and we present results using UMTS simulator. In the proposed method, multiple descriptions (MD) are generated by the coder and downloaded in the server, leaving to the server the only task to choose sending out the right description at the right time depending of channel conditions (bandwidth and loss rate)."
2979663,21239,9078,Concurrent evolution of pixel predictor and context modeling for image coding,2016,"Lossless image coding process predicts the value of current pixel from previously decoded pixel values. Then the prediction error is classified according to the context model. This classification splits the sources with different distributions and hence reduce the total entropy of the prediction error signals. In the literature, the predictor has been intensively studied. Some evolutionary approaches have been applied to generate a predictor to improve compression performance. However, the context modelling method has not relatively been well studied. We propose and investigate a novel method to automatically obtain evolved pair of pixel predictor and context modeling. Simulation results show 1.32–3.90% bit-rate reduction against the pair of predictor and context modeler of one of the best conventional methods (CALIC). It is also demonstrated that the evolved algorithm's size is more compact than former results. We also found that context modeler is evolved in more complex form than the predictor."
1132736,21239,8806,Experimental study on the impact of robust watermarking on iris recognition accuracy,2010,Watermarking has been suggested as a means to improve security of biometric systems or to add additional functionalities to such systems. We experimentally investigate the impact of applying a set of blind robust watermarking schemes on the recognition performance of two iris recognition algorithms. We find that different watermarking schemes result in a very different amount of impact rendering the choice of a particular watermarking scheme an important issue to be considered in the investigated context.
660482,21239,390,Comparative evaluation of inversion algorithms for magnetic resonance elastography,2002,"Magnetic resonance elastography (MRE) is a phase contrast based MRI imaging technique that can directly visualize and quantitatively measure propagating acoustic shear waves in tissue-like materials subjected to harmonic mechanical excitation. Full 3D complex displacement information can be acquired at MR pixel resolution throughout a 3D volume. This data allows the calculation of local quantitative values of shear modulus and the generation of images that depict tissue elasticity or stiffness. Various inversion algorithms to perform such calculations have been proposed. We discuss the assumptions underlying three such algorithms, and compare their noise sensitivity and resolution on synthetic, phantom and in vivo data sets."
