ID_Article,communityId,ID_RelatedVenue,title,year,abstract
1199315,22736,65,Enhancing the robot avateering metaphor discreetly with an assistive agent and its effect on perception,2014,"We present a modeling approach to develop an agent that assists users discreetly in teleoperation when avateering a robot via an inexpensive motion sensor. Avateering is a powerful metaphor, and can be an effective teleoperating strategy. Avateering a Humanoid Robot (HR) with no wearable device encumberment, such as using the popular Kinect/NUI motion sensor, is also desirable and very promising. However, this control scheme makes it difficult for the slave robot to make contact and interact with objects with high accuracy due to factors such as viewpoint, individually-unique and unilateral human-side control imprecision, and lack of informative tactile feedback. Our research explores the addition of an assistive agent that arbitrates user input without disrupting the overall experience and expectation. Additionally, our agent assists with maintaining a higher level of accuracy for interaction tasks, in our case, a grasping and lifting scenario. Using theWebots robot simulator, we implemented 4 assistive agents to augment the user in avateering the Darwin-OP robot. The agent iterations are described, and results of a user study are presented. We discuss user perception towards the avateering metaphor when enhanced by the agent and also when unassisted, including perceived easiness of the task, responsiveness of the robot, and accuracy."
57827,22736,20332,Affective recruitment of distributed heterogeneous agents,2004,"Members of multi-robot teams may need to collaborate to accomplish a task due to differences in capabilities. This paper describes an extension of the ALLIANCE architecture that enables agent recruitment within a decentralized UAV-UGV robot team without task preemption but 1) uses a formal model of emotions and 2) handles heterogeneity. Affective computing allows recruitment to be robust under loss of communication between agents and minimizes the number of messages passed. Data from 66 simulations show that the affective strategy succeeds with a random message loss rate up to 25% and requires 19.1% fewer messages to be sent compared to greedy and random, and that of these, affective scales best with team size. Comparisons of broadcast to unicast messaging are also made in simulation."
1881493,22736,65,Towards retro-projected robot faces: An alternative to mechatronic and android faces,2009,"This paper presents a new implementation of a robot face using retro-projection of a video stream onto a semitransparent facial mask. The technology is contrasted against mechatronic robot faces, of which Kismet is a typical example, and android robot faces, as used on the Ishiguro robots. The paper highlights the strengths of Retro-projected Animated Faces (RAF) technology (with cost, flexibility and robustness being notably strong) and discusses potential developments."
2506984,22736,65,"Design of a therapeutic robotic companion for relational, affective touch",2005,"Much research has shown the positive health benefits of companion animals. Unfortunately these animals are not always available to patients due to allergies, risk of disease, or other reasons. Recently, this application domain has attracted attention of robotics researchers. The Huggable is a new type of robotic companion capable of active relational and affective touch-based interactions with a person. It features a high number of somatic sensors (electric field, temperature, and force) over the entire surface of the robot, underneath a soft silicons skin and fur fabric covering. This paper describes the design and early results in recognizing affective content of touch for this robot."
66667,22736,11187,Animal vibrissae: modeling and adaptive control of bio-inspired sensors,2013,"The reception of vibrations is a special sense of touch, important for many insects and vertebrates. The latter realize this reception by means of hair-shaped vibrissae in the mystacial pad, to acquire tactile information about their environments. The system models have to allow for stabilizing and tracking control while nevertheless being able to detect superimposed solitary excitations. Controllers have to be adaptive in view of both the randomness of the external signals to be suppressed and the uncertainty of system data. We presents mechanical models and an improved adaptive control strategy that avoids identification but renders the system sensitive."
1054843,22736,65,Gender identification bias induced with texture images on a life size retro-projected face screen,2012,"A retro-projected face display system has great advantages in being able to present realistic 3D appearances to users and to easily switch the appearance of the humanoid robot heads animated on the display. Therefore, it is useful to evaluate how effectively users can perceive various information from such devices and what type of animation is suitable for human-robot interaction — in particular, face-to-face communication with robots. In this paper, we examine how facial texture images affect people's ability to identify the gender of faces displayed on a retro-projected face screen system known as Mask-bot. In an evaluation study, we use a female face screen as the 3D output surface, and display various face images morphed between male and female. Subjects are asked to rate the gender of each projected face. We found that even though the output 3D mask screen has a female shape, gender identification is strongly determined by texture images, especially in the case of high-quality images."
1957770,22736,65,Emotional gait: Effects on humans' perception of humanoid robots,2014,"Humanoid robots have this formidable advantage to possess a body quite similar in shape to humans. This body grants them, obviously, locomotion but also a medium to express emotions without even needing a face. In this paper we propose to study the effects of emotional gaits from our biped humanoid robot on the subjects' perception of the robot (recognition rate of the emotions, reaction time, anthropomorphism, safety, likeness, etc.). We made the robot walk towards the subjects with different emotional gait patterns. We assessed positive (Happy) and negative (Sad) emotional gait patterns on 26 subjects divided in two groups (whether they were familiar with robots or not). We found that even though the recognition of the different types of patterns does not differ between groups, the reaction time does. We found that emotional gait patterns affect the perception of the robot. The implications of the current results for Human Robot Interaction (HRI) are discussed."
2389631,22736,65,Anthropomorphization of an Object by Displaying Robot,2006,"This study proposes a system named ?displaying robot? which anthropomorphize an environmental object. Although there are many studies on anthropomorphic agents to communicate with humans about an environmental object, a communication becomes irritating because we need to communicate with agents additionally. On the other hand, displaying robot is attachable device which imitates human body parts for anthropomorphization. Since displaying robot anthropomorphize an environmental object itself, it can conduct task-related communication without additional anthropomorphic agents. We design one of the displaying robots using two eyes, named ?Iris-board? which are attached to home appliances or furniture. We conducted an experiment to verify the effectiveness of a body image with attaching Iris-board to a home appliance. The result indicated that there is a significant difference between anthropomorphized home appliance and normal home appliance."
1543679,22736,65,Vibrotactile display approach that modifies roughness sensations of real textures,2012,"In this study, we developed vibrotactile display methods that can assist designers in product design. In order to achieve realistic sensations required for such designing purposes, we used real materials such as cloth, paper, wood, and leather and applied vibrotactile stimuli to modify the roughness sensations of these materials. This approach allowed us to present textures of various virtual materials with a strong sense of reality. We verified that our proposed methods could selectively modify the fine and macro-roughness sensations of real materials. The methods are expected to aid product designers in deciding tactile sensations suitable for their products."
2458493,22736,65,Online touch behavior recognition of hard-cover robot using temporal decision tree classifier,2008,"Touch is obviously an important channel along with vision and speech for natural human robot Interaction. However, as most service robots are generally specialized for their own service, touch-centered shape design and additional costs/computation less related to their own tasks can represent a limit to the application of a touch system on a service robot. This paper originated from the motivation to apply a touch system with lower costs/computation to robots without design modifications. The proposed touch recognition system features hardware that is simply composed of charge-transfer touch sensor arrays, an accelerometer and a temporal decision tree classifier intended for online recognition and computational time reduction. Experiments performed by 12 people shows the practicability of the system. The results showed an average recognition rate of 83% with respect to the 4 touch patterns of hit, beat, rub and push."
1688583,22736,9475,A mechanism design model in robot-service-queue control with strategic operators and asymmetric information,2012,Understanding various factors affecting human operator's performance is one key to effectively controlling a multi-robot service queue. In this paper we study the optimal incentive design and task allocation scheme in the presence of strategic human operators with unknown capability information. We build a mechanism design framework to model and analyze the problem. We show that a simple and easy-to-implement two-payment-level system can motivate operators to explore the appropriateness of their adopted workload and to devote their capacities optimal to the system. The subsequent analytical and numerical investigation provides insights into understanding the way it affects the control strategies in a multi-robot service queue to account for human operators' strategic behaviors.
1910469,22736,65,Context-based interaction using pointing movements recognition for an intelligent home service robot,2007,"This paper presents human-robot interaction using pointing movements for a home robot. Pointing movement is an important communication tool in interpersonal communication. However, pointing has different means depending on a situation. We research that recognizes users' intentions by using their pointing in particular situations. Our aim is not to calculate accurately the point indicated by a user. The system recognizes objects or the pointing direction, and decides its own action by automatically considering context. To find an object or indicated point interactively, we constructed a virtual room, which was built based on an actual room. The virtual room has information of object property, such as location and moveable or not. A service robot decides its own action using the information from the virtual room. This paper shows experiments a support, moving or pick-up an object."
